product_name,categories_tags,ingredients_text,fat_100g,sugars_100g,proteins_100g
Superfruit Organic Freezie Pops,,"Organic white grape juice, Organic apple juice, Organic strawberry purée, Organic lemon juice, Organic guar gum, Organic strawberry flavor, Organic mango purée, Organic mango flavor, Organic blueberry purée, Organic pomegranate juice, Organic berry flavor",0.0,11.6,0.0
Protine,,"Whole Food Protein Blend (Beef Protein Isolate, Pea Protein, Brown Rice Protein, Chicken Protein, Egg Albumin, Salmon Protein), Natural and Artificial Flavors, Cookie Pieces (Sugar, Unbleached Enriched Flour [Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid], High Oleic Canola Oil and/or Palm Oil and/or Sunflower Oil, Cocoa [Processed with Alkali], High Fructose Corn Syrup, Leavening [Baking Soda and/or Calcium Phosphate], Soy Lecithin, Vanillin [an Artificial Flavor], Chocolate), Milk Powder (for creaminess), Cellulose Gum, Medium Chain Triglyceride (MCT) Oil Powder, Salt, Sucralose, Acesulfame Potassium, Maltodextrin",6.35,6.35,76.2
Protine al Barbeque,,,13.9,5.1,20.0
Protine al formaggio,,,23.0,7.8,2.0
Choco break,,,35.0,0.1,5.4
Pain maïs,,,13.38,0.049,11.23
Mendiants - Studentenhaver,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:nuts-and-their-products,en:nuts",,19.7,50.09,8.0
Powder collagen peptides,en:collogen-peptides,,0.0,0.0,18.0
Crockis,,,6.8,1.7,23.6
potage instantané poireau,fr:potages,"Ingredients matodextrine, fecule de pomme de tere poEAR shya (12 %). sek epices et aromates épinard ardmes lait reme enpode tarine a ble Anti-mottantcarbonate de magndsum Analyse nutritionnelle movenne Pour 100 a Par nertion /90 a)",0.1,1.6,1.0
Tru height chocolate protein powder,,,5.20833333333333,4.16666666666667,33.3333333333333
Fresh to you,,,41.0,3.0,10.0
Start- sport eleven,,,7.3,1.9,31.0
magic Dust,,,4.6,40.0,7.9
Hydration Mix,,"Vitamin B Blend, Biotin, Choline Bitartrate, Vitamin B12, Folic Acid, Inositol, Niacin, Pantothenic Acid, Riboflavin, Thiamine Hydrochloride, Amino Acid Blend, L-Leucine, L-Valine, L-Isoleucine, Glycine, L-Glutamine, Taurine, Mineral Blend, Calcium, Magnesium, Potassium, Zinc, Natural Flavour, Citric Acid, Sodium Chloride, Sucralose, Silicon Dioxide, Beet Root Powder, Stevia Leaf Extract, Spirulina Extract, Elderberry Extract, Fruit and Vegetable Juice, Malic Acid, Calcium Silicate, Calcium Lactate, Calcium Phosphate, Calcium Carbonate, Magnesium Oxide, Magnesium Phosphate, Magnesium Carbonate, Magnesium Hydroxide, Magnesium Sulfate, Magnesium Chloride, Potassium Citrate, Potassium Bicarbonate, Potassium Chloride, Potassium Phosphate, Potassium Sulfate, Zinc Citrate, Zinc Gluconate, Zinc Oxide, Zinc Sulfate, Zinc Hydroxide, Zinc Carbonate, Zinc Chloride, Zinc Acetate, Zinc Picolinate, Zinc L-Carnosine, Zinc Aspartate, Zinc Orotate, Zinc Glycinate, Zinc Methionine, Zinc Histidine, Zinc Carnosine, Zinc Monomethionine, Zinc Bisglycinate, Zinc Hydrolyzed Vegetable Protein Chelate",0.0,0.0,0.0
"Bun thon, sauce tartare",,,6.9,1.9,10.0
Miel de Gleurs de l'Oise,,,8.5,0.9,16.0
Puremade Flavored Syrup,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:salted-spreads,en:sauces,en:dips,en:hummus","pure cane sugar, water, natural flavors, fruit juice (for color), citric acid",0.0,66.7,0.0
Vegan plus-z,,,6.79,12.75,16.34
Plus vaniglia senza zucchero,,,6.75,13.119999885559,16.180000305176
Vegan Plus-Z Cocco,,,7.29,10.0,10.0
Huile d’olives basilic ail,,,49.0,0.0,0.0
Huile d'olive vierge extra cuve magali,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:olive-oils,en:extra-virgin-olive-oils,en:virgin-olive-oils",,92.0,0.0,0.0
Roasted and salted chickpeas,,,3.57142857142857,10.7142857142857,10.7142857142857
Coffret Vendôme T2,,"Sunflower Seed Oil, Gelatin, Glycerin, Sunflower Lecithin Oil, Water, Beeswax, Alpha Tocopheryl Acetate, Riboflavin, Titanium Dioxide",38.1,29.58,7.55
Banana bread granola,,,5.0,5.0,2.0
Queso cabra,,,27.7,0.12,19.7
urinalysis urine test strip dogs and cats,,,10.6,3.5,3.3
Vital Performance protein chocolate,,,10.0,5.0,25.0
Magic cheese,,,50.0,8.33,0.0
Pumpkin seed protein powder,,,0.4,0.3,19.0
No chicken kiyvs,"en:meat-alternatives,en:meat-analogues,en:breaded-products,en:chicken-kievs-substitutes","Water, Mushroom (20%), Fortified Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Pea Flour, Stabiliser: Methyl Cellulose; Sustainable Palm Oil, Wheat Gluten (2.5%), Coconut Oil, Pea Fibre, Pea Protein (1.5%), Coconut Milk, Wheat Starch, Pea Starch, Garlic Purée (1%), Yeast Extract, Salt, Roast Garlic Puree (0.5%), Parsley, Dried Onion, Flavouring, Olive Oil, Yeast, Sugar, Preservative: Potassium Sorbate, Sodium Metabisulphite (Sulphites); Lemon Concentrate, Emulsifier: Mono - and Diglycerides of Fatty Acids; Colour: Beta-carotene; White Pepper, Cracked Black Pepper, Onion Powder, Black Pepper, Garlic Powder, Raising Agent: Ammonium Bicarbonate; Paprika Extract.",15.3,1.8,7.6
Mini Bifteki,"en:meats-and-their-products,en:frozen-foods,en:meat-preparations,en:meats,en:frozen-meats",,19.7999992370605,1.5,13.8000001907349
Sweet and tangy pork with spicy sweet potatoes,,,2.83,13.1,8.83
Protein meal bar,,"Cut Corn, Wheat, Red Milo, White Millet, Black Oil Sunflower Seeds, Red Millet",13.6363636363636,4.54545454545455,34.0909090909091
Whole Trilogy Seeds,,"Flaxseed, Chia Seeds, Hemp Seeds",38.9,7.41,22.2
Bombes pour chocolat chaud,,,12.0,19.0,2.0
Tikka Masala,"en:beverages-and-beverages-preparations,en:beverages,en:condiments,en:sauces,en:indian-style-sauces,en:tikka-masala-sauce,en:groceries",,4.69999980926514,4.30000019073486,1.39999997615814
Sauce tikka masala,"en:beverages-and-beverages-preparations,en:beverages",,3.29999995231628,3.59999990463257,1.5
Mint Chocolate Chip Beachbar,"en:beverages-and-beverages-preparations,en:beverages","DIRECTION DIRECTIONS FOR USE: To ensure accurate dosing, use the supplied measure tool to measure 400-900 mg shilajit resin. Dissolve in warm water and drink on an empty stomach 30 minutes before a meal. It can also be swallowed or dissolved under the tongue. STORAGE: Store in a coold and dry place. WARNINGS: KEEP OUT OF REACH OF CHILDREN. Dietary supplements should not be used as a substitute for a healthy and varied diet and a healthy lifestyle. Do not exceed the stated recommended daily intake. Statements regarding this dietary supplement have not been evaluated by the FDA and are not intended to diagnose, treat, cure, or prevent any disease or health condition. LLT",4.5,6.0,10.0
Francais,"en:beverages-and-beverages-preparations,en:beverages",,5.0,5.0,5.0
Ingwer Wurzel,"en:beverages-and-beverages-preparations,en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:condiments,en:spices,en:ginger,en:groceries",Zenzero,3.0,59.4,7.0
Jamon gran reserva,,,11.8,0.28,28.8
Owmy,en:supplement,"Whey Protein Concentrate, Whey Protein Isolate, Natural Chocolate, Cocoa Powder, Xanthan Gum, Sea Salt, Sucralose. Contains: Milk Manufactured for Nature's Peak 16171 S Bringhurst Blvd. Suite 600 Bluffdale, UT 84065 801-341-2845 NaturesPeak.net NATURE'S - PEAK-",0.08312552,0.055417012,0.66500413
Tramezzino,,,13.0,0.7,14.2
Ferradura frutos sanos,,,48.7,3.9,23.2
Ashwagandha Extra Strength,"en:breakfasts,en:spreads,en:sweet-spreads,fr:cremes-de-pistaches","Ashwagandha herb extract, BioPerine Black pepper seed extract, Microcrystalline cellulose, Modified cellulose capsule, Magnesium stearate, Silicon dioxide",37.0,49.0,4.8
"Turmeric, creamed, local honey","en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",,0.0,90.47619047619,0.0
Dak bokkeumtang,,,4.92500019073486,1.92499995231628,10.1750001907349
Hydration Multiplier Electrolyte Drink Mix,,"allulose, l-glutamine, l-alanine, citric acid, potassium citrate, salt, sodium citrate, natural flavors, silicon dioxide, stevia leaf extract, vitamin c, vitamin b3, vitamin b5, vitamin b6, vitamin b12",0.0,0.0,0.0
McCroustillant bang bang - Mc Donalds,,,12.7853881278539,5.47945205479452,13.2420091324201
Sea bass,,,12.0,0.5,22.0
Chocolate Organic Vegan Protein Shake Mix,,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Sunflower, Organic Coconut), Organic Cocoa (Alkalised), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Natural Flavors, Probiotics (Bacillius Coagulans), Organic Monkfruit Extract, Milled Flaxseeds, Organic Ceylon Cinnamon, Organic Turmeric",5.71,8.57,57.1
Organic Vegan Protein Shake Mix,,"Organic Plant Protein Blend (Organic Pea, Organic Pumpkin, Organic Coconut), Organic Fruit Blend (Organic Date, Organic Banana, Organic Baobab), Organic Agave Fiber, Organic Pea Starch, Flax Seed Fiber, Organic Cocoa (Alkalised), Natural Flavors, Probiotics (Bacillus Coagulans), Organic Monkfruit Extract, Milled Flax Seeds, Organic Cinnamon, Organic Turmeric",5.71,8.57,57.1
Haché à poêler,,,6.30000019073486,1.29999995231628,17.0
Seelachs meliert,,,0.400000005960464,0.899999976158142,15.8000001907349
Wellness Noci sgusciate,,,69.0,1.5,0.06
Pea protein,,,1.3,12.0,59.0
Proti diet barre framboise et chocolat,,,5.81395348837209,4.65116279069767,34.8837209302326
Sauce Korma,"en:beverages-and-beverages-preparations,en:beverages",,6.1,69.0,2.9
Blanc de poulet,"en:beverages-and-beverages-preparations,en:beverages",,0.699999988079071,0.5,8.39999961853027
Love,,,9.14285714285714,3.71428571428571,2.0
Pavé de saumon,,,13.3999996185303,0.5,20.3999996185303
Strawberry Shortcake,,,15.0,44.0,4.0
Calamars à la romaine,,,11.1999998092651,0.600000023841858,7.0
Triblend Protein Shake Coffee Caramel,,,5.5,13.0,51.0
Poulet tandoori,,,9.02857153756278,0.514285700661795,24.3714294433594
Wallnussmehl,,,10.4,12.3,45.7
Krautsalat,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:dried-products,en:fruits-based-foods,en:dried-plant-based-foods,en:dried-fruits,en:dried-figs","Figs* Origine: Turquie - Origin: Turkey Ce produit provvient d'une fabrique où les noix, cacahuètes, sésame, blé et gluten sont utilisés. This product is produ ion area where also otion",6.42,0.97,12.7
Crème de marrons,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:nuts-and-their-products,en:plant-based-spreads,en:chestnut-spreads",,0.64,20.57,0.83
Gangnam sauce kimchi,,,0.5,21.0,2.79999995231628
Рибні котлети,,,1.52999997138977,0.720000028610229,12.75
Crema di nocciola al Gianduia,,,29.6,49.3,10.5
Poulet en tranches,"en:beverages-and-beverages-preparations,en:beverages",,0.899999976158142,1.0,16.5
banana sily yellow,"en:beverages-and-beverages-preparations,en:beverages",,33.4,0.0,3.1
banana mari,"en:beverages-and-beverages-preparations,en:beverages",,36.21,0.0,2.77
Chorizo dinde,,,11.0,3.0,29.0
La bombe chocolat chaud,,,20.0,51.428571428571,2.8571428571429
Chicken paprika,,,8.80000019073486,0.5,18.3999996185303
Beauty Collagen,en:collagen,"Granulated Sugar, Erythritol, Natural Flavor, Malic Acid, Citric Acid, Stevia Extract (stevia rebaudiana) (Leaf), Silicon Dioxide.",0.0,30.0,20.0
Amandes enrobées de chocolat,,,42.5,32.7,9.3
Risotto royal,,,0.8,1.1,8.6
Flocons d'epeautre,,,2.6,1.0,13.3
Batard meergranen brood,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads","42,5% tarwebloem, water, tarwegluten, 3,6% zonnebloempitten, 2,8% lijnzaad, 2,8% gerstemout, 2,4% havervlokken, 0,9% rijstgries, bakkerszout, 0,6% sesamzaad, 0,6% tarwezuurdesem, 0,6% roggezuurdesem, sojabloem, 0,2% volkoren roggemeel, gist.",6.7,0.8,14.1
Ultra thin crust chicken bacon ranch pizza,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:frozen-foods,en:meals,en:breakfast-cereals,en:pizzas-pies-and-quiches,en:flakes,en:pizzas,en:cereal-flakes,en:rolled-flakes,en:frozen-pizzas-and-pies,en:blend-of-rolled-cereal-flakes,en:frozen-pizzas","Oat flakes *, barley flakes *, rye flakes *, wheat flakes * (*Issu de l'agricult",3.5,0.9,13.0
Granola Agave & Miel,,,15.4,10.1,11.9
Rosmarinkaartoffeln,,,5.90000009536743,0.200000002980232,2.59999990463257
Nut’Alsace,,,39.4,41.0,11.1
Apple Turnover,,,14.0,18.0,3.0
Rostis au jambon fume,,,7.0,0.600000023841858,3.79999995231628
220g baked beans,,,0.500000010837208,4.81818199157715,4.59090926430442
Biscuits avoine choco,"en:seafood,en:fishes-and-their-products,en:snacks,en:fishes,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:fatty-fishes,en:biscuits,en:tunas,en:tunas-in-brine",,18.0,28.0,6.0
Spaetzle,,,1.39999997615814,1.39999997615814,8.10000038146973
Brocoli,,,7.90000009536743,2.0,4.90000009536743
Végane poulet massala,,,42.5999984741211,7.69999980926514,31.2999992370605
PB2 Pure Peanut Powder,en:plant-based-foods-and-beverages,,11.5,7.69,46.2
Pommes cannelle séchées,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits","Pommes*, Canneile* - Apple*, Cinnamon*",0.5,51.0,2.0
biscuits cuillers,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:pastries,en:dry-biscuits,en:sponge-fingers-biscuit","Sucre, œufs frais (34%), farine de blé, sirop de sucre inverti, stabilisant glycérol, arôme, sel, acidifiant tartrates de potassium, épaississant : gomme xanthane.",3.5,48.0,7.0
Sweet Stevia Tablets,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:stevia-and-their-products",,0.0,0.0,0.0
Assortiment d'amandes cacaotés et croustilles,"en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons,en:chocolate-covered-nuts,en:chocolate-covered-almonds","Amandes enrobées de chocolat au lait et poudre de cacao : chocolat au lait 65% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, arôme naturel de vanille), amande torréfiée 33%, poudre de cacao maigre 2%. - Billes de céréales enrobées au chocolat au lait praliné : chocolat au lait 65% (sucre, beurre de cacao, lait entier en poudre, pâte de cacao, lait écrémé en poudre, émulsifiant : lécithines (tournesol), arôme naturel de vanille), praliné 21% (noisette 50%, sucre, émulsifiant : lécithines (tournesol)), céréales croustillantes 12% (farine de blé, gluten de blé, farine de malt de blé, poudre à lever: carbonates de sodium, sel), poudre de cacao maigre.",36.0,39.0,10.0
Assortiments de Tuiles et Palets gourmants au chocolat,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits","chocolat noir, lécithine de soja, éclats de noisettes, raisins, chocolat blanc...",39.0,40.0,7.8
Cream soup air corners,en:膨化,"Grain 65% (corn grits 100%), vegetable oil 20%, corn bisque-flavored complex seasoning, polydextrose 5%, milk powder 2%",19.8,5.0,4.6
Cauliflower,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:vegetables,en:fresh-foods,en:fresh-plant-based-foods,en:leaf-vegetables,en:fresh-vegetables,en:cauliflowers",Cauliflower,0.9,2.5,3.6
BBQ Rib Sandwich,,,7.33,3.66,9.42
Thrive Plant Protein - Chocolate Swirl,"en:beverages,en:alcoholic-beverages,en:wines","Rice,Water,Wheat,Salt,Caramel",3.6,1.0,60.0
ConfiNoix,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:spreads,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves,en:jams",,34.0,53.1,7.8
Bofrost Suppengemüse 776,,,0.3,2.6,2.8
Cordon bleu de volaille bio,"en:meats-and-their-products,en:meat-preparations,en:meats,en:breaded-products,en:cordons-bleus,en:poultry-cordons-bleus",,12.0,0.6,13.0
Cookie vegan,,,27.0,27.0,8.2
Petit hoppelli noir,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:quinoa",Ingrediënten Quinoa* - Quinoa *,32.0,56.0,6.1
Lamp lawarma,,,8.54285703386579,1.42857142857143,8.88571439470564
Muesli,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis","Multictain Flakes (83.9%) [Rotted at 7%), Wheat Flakes (35%) (Wheat, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320) Corn Flakes (11.9%) (Corn Grits, lodised Salt, Malt Extract, Emulsifier (INS 322) & Antioxidant (INS 320)1, Apple Juice Concentrate (10%), Dried Fruits & Nuts (5%) [Sliced Almonds (2.5%), Raisins (2.5%)], Emulsifier (INS 322) Flavours [Artificial (Red Apple) & Natural flavouring substances] & Antioxidant (INS 320) STORAGE INSTRUCTIONS: 1. Not to be consumed if seal is broken 2. Secure lid tightly after every use 3. Store in dry place and away from heat and light. ALLERGEN: Contains Soy, Wheat, Oats, Barley & Nut",3.78,8.62,8.78
Lupinenprotein,,,12.0,10.0,40.0
Confiture de lait de brebis bio,"en:breakfasts,en:spreads,en:sweet-spreads,en:milk-jams",,9.6,48.0,8.8
Latte intero in polvere,,,26.3,40.0,25.0
Cherry & Chocolate and Parfait,,,4.5,12.0,15.0
Bio Whey Protein Kakao,"en:dietary-supplements,en:bodybuilding-supplements,en:protein-powders",Organic Medjool Dates,0.0,66.7,6.67
Daunat Parisienne,"en:beverages-and-beverages-preparations,en:beverages",,7.80000019073486,2.0,6.80000019073486
Power Pack,"en:beverages-and-beverages-preparations,en:beverages",,18.7845303867403,9.39226519337017,14.3646408839779
Sauce gourmet poivre,en:groceries,,26.0,3.09999990463257,1.10000002384186
Beurre d amande,fr:the-tisane,,52.54,4.86,21.15
F1 repas salé champignons et fines herbes,,,10.0,2.5,39.0
Nutritional yeast,en:bovine-collagen,,5.0,8.0,49.0
Monbana,,,36.0,40.0,2.0
Spiruline,,,0.800000011920929,0.100000001490116,65.3000030517578
